ID;UserID;timestamp;isVisible;version;changesetID;nodes;tags
W414230249;1586930;2016-04-28T18:08:18Z;true;1;38960487;"[N4153986251,N4153986243,N4153986217,N4153986114,N4153986146,N4153986131,N4153986357,N4153986457,N4153986251]";"[lacounty:ain=4238012037,building:units=4,lacounty:bld_id=418729818907,building=residential,ele=11.0,height=9.0]"
W414230240;1586930;2016-04-28T18:08:16Z;true;1;38960487;"[N4153985174,N4153985169,N4153985151,N4153985145,N4153985950,N4153985960,N4153985708,N4153985718,N4153985174]";"[lacounty:ain=4238006009,building:units=1,lacounty:bld_id=420269818829,building=house,ele=6.5,height=4.5,start_date=1912]"
W414230231;1586930;2016-04-28T18:08:15Z;true;1;38960487;"[N4153987109,N4153987028,N4153987250,N4153987261,N4153987281,N4153987305,N4153987410,N4153987479,N4153987109]";"[lacounty:ain=4238010018,building:units=2,lacounty:bld_id=418669819033,building=residential,ele=6.0,height=3.8,start_date=1949]"
W414230230;1586930;2016-04-28T18:08:14Z;true;1;38960487;"[N4153985767,N4153985752,N4153985899,N4153985898,N4153985944,N4153985947,N4153986132,N4153986148,N4153985767]";"[lacounty:ain=4238005003,building:units=4,lacounty:bld_id=420556818857,building=residential,ele=6.3,height=4.1,start_date=1923]"
W414230233;1586930;2016-04-28T18:08:15Z;true;1;38960487;"[N4153988410,N4153988443,N4153988476,N4153988474,N4153988623,N4153988625,N4153988650,N4153988624,N4153988410]";"[lacounty:ain=4238004018,building:units=1,lacounty:bld_id=420142819215,building=house,ele=9.0,height=6.9,start_date=1925]"
W414230232;1586930;2016-04-28T18:08:15Z;true;1;38960487;"[N4153985514,N4153985339,N4153985321,N4153985304,N4153985315,N4153985313,N4153985493,N4153985712,N4153985514]";"[lacounty:ain=4238012007,building:units=4,lacounty:bld_id=418790818828,building=residential,ele=5.3,height=3.0,start_date=1922]"
W414230235;1586930;2016-04-28T18:08:15Z;true;1;38960487;"[N4153987866,N4153987512,N4153987487,N4153987443,N4153987338,N4153987743,N4153987740,N4153987753,N4153987866]";"[lacounty:ain=4238008011,building:units=1,lacounty:bld_id=2014073357450000,building=house,ele=8.5,height=6.7,start_date=1912]"
W414230234;1586930;2016-04-28T18:08:15Z;true;1;38960487;"[N4153987932,N4153987891,N4153987689,N4153987691,N4153987508,N4153987528,N4153987470,N4153987509,N4153987932]";"[lacounty:ain=4238004028,building:units=1,lacounty:bld_id=420483819095,building=house,ele=9.2,height=6.8,start_date=1910]"
W414230237;1586930;2016-04-28T18:08:16Z;true;1;38960487;"[N4153988477,N4153988470,N4153988461,N4153988449,N4153988390,N4153988330,N4153988657,N4153988721,N4153988477]";"[lacounty:ain=4238010004,building:units=1,lacounty:bld_id=418666819240,building=house,ele=5.3,height=3.4,start_date=1948]"
W414230236;1586930;2016-04-28T18:08:15Z;true;1;38960487;"[N4153986485,N4153986415,N4153986635,N4153986657,N4153986684,N4153986930,N4153986899,N4153986932,N4153986485]";"[lacounty:ain=4238010015,building:units=4,lacounty:bld_id=418616818953,building=residential,ele=9.5,height=7.2,start_date=1922]"
W414230239;1586930;2016-04-28T18:08:16Z;true;1;38960487;"[N4153987969,N4153987963,N4153987985,N4153987989,N4153988071,N4153988158,N4153988008,N4153987907,N4153987969]";"[lacounty:ain=4238010024,building:units=1,lacounty:bld_id=418775819141,building=house,ele=8.0,height=5.9,start_date=1913]"
W414230238;3851440;2016-06-20T18:30:54Z;true;2;40163744;"[N4153988687,N4153988693,N4153988667,N4153988691,N4153988757,N4153988741,N4153988734,N4153988726,N4153988724,N4153988679,N4153988687]";"[lacounty:ain=4238009013;4238009014,building:units=1,lacounty:bld_id=419299819258;419286819260,building=house,ele=6.1,height=3.8]"
W414230222;1586930;2016-04-28T18:08:13Z;true;1;38960487;"[N4153987046,N4153986983,N4153987171,N4153987253,N4153987271,N4153987299,N4153987285,N4153987320,N4153987046]";"[lacounty:ain=4238012019,building:units=2,lacounty:bld_id=419102819015,building=residential,ele=6.9,height=4.9,start_date=1953]"
W414230224;1586930;2016-04-28T18:08:13Z;true;1;38960487;"[N4153985338,N4153985365,N4153985343,N4153985295,N4153985320,N4153985148,N4153985349,N4153985511,N4153985338]";"[lacounty:ain=4238012004,building:units=1,lacounty:bld_id=418736818816,building=house,ele=6.6,height=4.3,start_date=1952]"
W414230223;1586930;2016-04-28T18:08:13Z;true;1;38960487;"[N4153987393,N4153987321,N4153987150,N4153987159,N4153987094,N4153987076,N4153986940,N4153986977,N4153987393]";"[lacounty:ain=4238005022,building:units=1,lacounty:bld_id=420752818994,building=house,ele=12.7,height=10.3,start_date=1990]"
W414230226;1586930;2016-04-28T18:08:14Z;true;1;38960487;"[N4153988924,N4153988947,N4153988918,N4153988934,N4153988956,N4153988957,N4153989084,N4153989055,N4153988924]";"[lacounty:ain=4238003035,building:units=1,lacounty:bld_id=419698819331,building=house,ele=10.0,height=7.7,start_date=1906]"
W414230228;1586930;2016-04-28T18:08:14Z;true;1;38960487;"[N4153986513,N4153986355,N4153986352,N4153986312,N4153986308,N4153986348,N4153986345,N4153986504,N4153986513]";"[lacounty:ain=4238007021,building:units=3,lacounty:bld_id=419884818922,building=apartments,ele=9.6,height=7.3,start_date=1910]"
W414230227;1586930;2016-04-28T18:08:14Z;true;1;38960487;"[N4153986361,N4153986359,N4153986310,N4153986304,N4153986349,N4153986346,N4153986511,N4153986518,N4153986361]";"[lacounty:ain=4238005005,building:units=1,lacounty:bld_id=420580818906,building=house,ele=6.3,height=3.9,start_date=1920]"
W414230229;1586930;2016-04-28T18:08:14Z;true;1;38960487;"[N4153986643,N4153986651,N4153986628,N4153986678,N4153987059,N4153987050,N4153987117,N4153987074,N4153986643]";"[lacounty:ain=4238005024,building:units=1,lacounty:bld_id=420810818969,building=house,ele=8.6,height=6.1,start_date=1913]"
W414230211;1586930;2016-04-28T18:08:12Z;true;1;38960487;"[N4153989429,N4153989384,N4153989394,N4153989398,N4153989400,N4153989385,N4153989395,N4153989453,N4153989429]";"[lacounty:ain=4238003015,building:units=2,lacounty:bld_id=419288819498,building=residential,ele=6.3,height=3.7,start_date=1915]"
W414230210;1586930;2016-04-28T18:08:12Z;true;1;38960487;"[N4153984490,N4153984491,N4153984494,N4153984509,N4153984504,N4153984524,N4153984505,N4153983877,N4153984490]";"[lacounty:ain=7336018006,building:units=1,lacounty:bld_id=2014073321090000,building=house,ele=5.4,height=3.4,start_date=1948]"
W414230213;1586930;2016-04-28T18:08:12Z;true;1;38960487;"[N4153988090,N4153988095,N4153988010,N4153988046,N4153988362,N4153988359,N4153988380,N4153988345,N4153988090]";"[lacounty:ain=4238005040,building:units=1,lacounty:bld_id=420583819146,building=residential,ele=9.4,height=7.2,start_date=1914]"
W414230212;1586930;2016-04-28T18:08:12Z;true;1;38960487;"[N4153986649,N4153986658,N4153986640,N4153986642,N4153986391,N4153986386,N4153986419,N4153986409,N4153986649]";"[lacounty:ain=4238005014,building:units=1,lacounty:bld_id=420488818937,building=house,ele=7.5,height=5.3,start_date=1951]"
W414230215;1586930;2016-04-28T18:08:12Z;true;1;38960487;"[N4153988350,N4153988325,N4153988308,N4153988270,N4153988296,N4153988277,N4153988421,N4153988597,N4153988350]";"[lacounty:ain=4238010033,building:units=4,lacounty:bld_id=418948819213,building=residential,ele=9.0,height=7.0,start_date=1924]"
W414230217;1586930;2016-04-28T18:08:13Z;true;1;38960487;"[N4153987336,N4153987361,N4153987378,N4153987399,N4153987860,N4153987810,N4153987329,N4153987358,N4153987336]";"[lacounty:ain=4238005016,building:units=2,lacounty:bld_id=420560819073,building=residential,ele=11.3,height=8.8,start_date=1957]"
W414230216;1586930;2016-04-28T18:08:13Z;true;1;38960487;"[N4153987584,N4153987578,N4153987556,N4153987462,N4153987523,N4153987504,N4153987787,N4153987905,N4153987584]";"[lacounty:ain=4238008025,building:units=2,lacounty:bld_id=419439819090,building=residential,ele=10.0,height=8.0,start_date=1922]"
W414230219;1586930;2016-04-28T18:08:13Z;true;1;38960487;"[N4153988941,N4153988906,N4153988819,N4153988811,N4153988678,N4153988683,N4153988466,N4153988603,N4153988941]";"[lacounty:ain=4238009011,building:units=1,lacounty:bld_id=419381819285,building=house,ele=10.0,height=7.8,start_date=1915]"
W414230200;1586930;2016-04-28T18:08:10Z;true;1;38960487;"[N4153986502,N4153986428,N4153986272,N4153986297,N4153986276,N4153986314,N4153986327,N4153986356,N4153986502]";"[lacounty:ain=4238005026,building:units=1,lacounty:bld_id=420913818910,building=house,ele=7.0,height=4.3,start_date=1923]"
W414230202;1586930;2016-04-28T18:08:10Z;true;1;38960487;"[N4153989227,N4153989217,N4153989216,N4153989202,N4153989205,N4153989175,N4153989179,N4153989238,N4153989227]";"[lacounty:ain=4238003030,building:units=1,lacounty:bld_id=419559819410,building=house,ele=6.2,height=3.7,start_date=1907]"
W414230201;1586930;2016-04-28T18:08:10Z;true;1;38960487;"[N4153989115,N4153989066,N4153989132,N4153989146,N4153989159,N4153989170,N4153989161,N4153989177,N4153989115]";"[lacounty:ain=4238010012,building:units=2,lacounty:bld_id=418834819375,building=residential,ele=7.2,height=4.7,start_date=1920]"
W414230203;1586930;2016-04-28T18:08:11Z;true;1;38960487;"[N4153984772,N4153984736,N4153984739,N4153984734,N4153984758,N4153984766,N4153984767,N4153984943,N4153984772]";"[lacounty:ain=4238012005,building:units=1,lacounty:bld_id=418709818756,building=house,ele=7.0,height=4.6,start_date=1921]"
W414230206;1586930;2016-04-28T18:08:11Z;true;1;38960487;"[N4153984929,N4153984926,N4153984914,N4153984911,N4153984922,N4153984917,N4153985113,N4153985124,N4153984929]";"[lacounty:ain=4238007017,building:units=2,lacounty:bld_id=419925818780,building=residential,ele=7.2,height=5.0,start_date=1923]"
W414230205;1586930;2016-04-28T18:08:11Z;true;1;38960487;"[N4153988249,N4153988215,N4153987994,N4153988007,N4153987933,N4153987918,N4153987792,N4153987837,N4153988249]";"[lacounty:ain=4238005036,lacounty:bld_id=420709819145,building=commercial,ele=13.4,height=11.1]"
W414230208;1586930;2016-04-28T18:08:11Z;true;1;38960487;"[N4153987886,N4153987921,N4153987964,N4153987970,N4153988023,N4153988020,N4153988103,N4153988074,N4153987886]";"[lacounty:ain=4238007029,lacounty:bld_id=419918819132,building=apartments,ele=7.8,height=5.6,start_date=1913]"
W414230207;1586930;2016-04-28T18:08:11Z;true;1;38960487;"[N4153989026,N4153989031,N4153989022,N4153988932,N4153988933,N4153988928,N4153988954,N4153989038,N4153989026]";"[lacounty:ain=4238009015,building:units=1,lacounty:bld_id=419269819326,building=house,ele=8.1,height=6.0,start_date=2008]"
W414230209;1586930;2016-04-28T18:08:12Z;true;1;38960487;"[N4153987940,N4153987827,N4153988050,N4153988089,N4153988124,N4153988168,N4153988130,N4153988135,N4153987940]";"[lacounty:ain=4238010029,building:units=2,lacounty:bld_id=418856819136,building=residential,ele=9.8,height=7.7,start_date=1913]"
W160283143;10145717;2020-04-21T07:44:25Z;true;6;83862751;"[N416752277,N122608969,N122670509,N122670513,N122670515,N122670517,N122642918,N7428814547,N122670519,N7428814551,N122670520,N122619839,N7278936613,N122670522,N122670524,N122670525,N6790069648,N6790069650,N122670527,N6790069653,N122670528,N1723878261,N122670532,N1723375900,N1723375923,N122670537,N122670540,N122628613,N122565430,N122670542,N122670545,N122670548,N122670552,N122670555,N122670558]";"[surface=paved,lanes=2,name=Speedway,source=TIGER, Bing,highway=residential,oneway=yes]"
W414230198;1586930;2016-04-28T18:08:10Z;true;1;38960487;"[N4153988133,N4153988126,N4153988146,N4153988137,N4153988159,N4153988129,N4153987904,N4153987949,N4153988133]";"[lacounty:ain=4238004022,building:units=1,lacounty:bld_id=420304819130,building=house,ele=6.8,height=4.2,start_date=1921]"
W414230197;1586930;2016-04-28T18:08:10Z;true;1;38960487;"[N4153989239,N4153989257,N4153989342,N4153989336,N4153989360,N4153989339,N4153989320,N4153989319,N4153989239]";"[lacounty:ain=4238003016,building:units=1,lacounty:bld_id=419303819446,building=house,ele=6.8,height=4.4,start_date=1921]"
W414230199;1586930;2016-04-28T18:08:10Z;true;1;38960487;"[N4153989092,N4153989104,N4153989109,N4153989116,N4153989122,N4153989123,N4153989237,N4153989221,N4153989092]";"[lacounty:ain=4238003028,building:units=1,lacounty:bld_id=419494819383,building=house,ele=7.0,height=4.7,start_date=1911]"
W414230191;1586930;2016-04-28T18:08:09Z;true;1;38960487;"[N4153989436,N4153989446,N4153989431,N4153989422,N4153989420,N4153989286,N4153989302,N4153989439,N4153989436]";"[lacounty:ain=4238003039,building:units=2,lacounty:bld_id=419647819476,building=residential,ele=7.4,height=5.0,start_date=1922]"
W414230194;1586930;2016-04-28T18:08:09Z;true;1;38960487;"[N4153986221,N4153986187,N4153986176,N4153986130,N4153986151,N4153986101,N4153986424,N4153986509,N4153986221]";"[lacounty:ain=4238013022,building:units=2,lacounty:bld_id=419226818906,building=residential,ele=10.1,height=8.0,start_date=1906]"
W414230196;1586930;2016-04-28T18:08:10Z;true;1;38960487;"[N4153988699,N4153988729,N4153988897,N4153988886,N4153988904,N4153988892,N4153988876,N4153988861,N4153988699]";"[lacounty:ain=4238009010,building:units=2,lacounty:bld_id=419411819275,building=residential,ele=8.4,height=6.4,start_date=1908]"
W414230195;1586930;2016-04-28T18:08:09Z;true;1;38960487;"[N4153986544,N4153986548,N4153986559,N4153986562,N4153986549,N4153986554,N4153986417,N4153986403,N4153986544]";"[lacounty:ain=4238005003,building:units=4,lacounty:bld_id=420553818930,building=residential,ele=6.8,height=4.4,start_date=1923]"
W414230187;1586930;2016-04-28T18:08:09Z;true;1;38960487;"[N4153986455,N4153986289,N4153986290,N4153986258,N4153986257,N4153986214,N4153986205,N4153986448,N4153986455]";"[lacounty:ain=4238007028,building:units=2,lacounty:bld_id=419670818907,building=residential,ele=6.5,height=4.3,start_date=1925]"
W414230183;1586930;2016-04-28T18:08:09Z;true;1;38960487;"[N4153988070,N4153988063,N4153988051,N4153988006,N4153988022,N4153987972,N4153988166,N4153988257,N4153988070]";"[lacounty:ain=4238010026,building:units=2,lacounty:bld_id=418801819157,building=residential,ele=9.6,height=7.5,start_date=1912]"
W414230175;1586930;2016-04-28T18:08:08Z;true;1;38960487;"[N4153985971,N4153985930,N4153985932,N4153985889,N4153985787,N4153985741,N4153985729,N4153985964,N4153985971]";"[lacounty:ain=4238007007,building:units=3,lacounty:bld_id=419643818857,building=apartments,ele=6.0,height=3.8,start_date=1920]"
W414230179;1586930;2016-04-28T18:08:09Z;true;1;38960487;"[N4153988245,N4153988045,N4153988024,N4153988001,N4153987956,N4153987982,N4153987953,N4153988164,N4153988245]";"[lacounty:ain=4238009005,building:units=2,lacounty:bld_id=419275819151,building=residential,ele=7.5,height=5.4,start_date=1921]"
W765133642;10324071;2020-01-20T12:28:24Z;true;1;79796928;"[N1722988202,N7146270613]";"[name=Cabrillo Avenue,highway=residential]"
W403712284;10324071;2019-11-04T14:25:25Z;true;3;76597569;"[N122714164,N4060459132]";"[tiger:cfcc=A41,tiger:reviewed=yes,lanes:forward=1,maxspeed=35 mph,name=Main Street,lanes:backward=2,tiger:name_base=Main,tiger:name_type=St,turn:lanes:backward=left|,highway=tertiary,cycleway=lane,tiger:county=Los Angeles, CA]"
W403712285;10313608;2019-12-30T16:43:50Z;true;5;79022400;"[N123613400,N123613402,N6034740746]";"[tiger:cfcc=A41,tiger:reviewed=yes,lanes=2,lanes:forward=1,maxspeed=35 mph,name=Main Street,lanes:backward=1,tiger:name_base=Main,tiger:name_type=St,highway=tertiary,cycleway=lane,tiger:county=Los Angeles, CA]"
W403712282;10324071;2019-11-04T14:25:25Z;true;3;76597569;"[N122634716,N122841247]";"[tiger:cfcc=A41,tiger:reviewed=yes,maxspeed=35 mph,name=Main Street,tiger:name_base=Main,tiger:name_type=St,highway=tertiary,cycleway=lane,tiger:county=Los Angeles, CA]"
W403712283;10324071;2019-11-04T14:25:25Z;true;3;76597569;"[N4060459123,N4060459122]";"[tiger:cfcc=A41,tiger:reviewed=yes,maxspeed=35 mph,name=Main Street,tiger:name_base=Main,tiger:name_type=St,highway=tertiary,cycleway=lane,tiger:county=Los Angeles, CA]"
W403712280;10324071;2019-11-04T14:25:25Z;true;3;76597569;"[N122841247,N4060459123]";"[tiger:cfcc=A41,tiger:reviewed=yes,lanes:forward=2,maxspeed=35 mph,name=Main Street,lanes:backward=3,tiger:name_base=Main,tiger:name_type=St,turn:lanes:backward=left||,highway=tertiary,cycleway=lane,tiger:county=Los Angeles, CA]"
W403712281;10324071;2019-11-04T14:25:25Z;true;3;76597569;"[N4060459122,N123613400]";"[tiger:cfcc=A41,turn:lanes:forward=left||,tiger:reviewed=yes,lanes:forward=3,maxspeed=35 mph,name=Main Street,lanes:backward=2,tiger:name_base=Main,tiger:name_type=St,highway=tertiary,cycleway=lane,tiger:county=Los Angeles, CA]"
W403712286;10324071;2019-11-04T14:25:25Z;true;4;76597569;"[N123004656,N4281801232,N559830352,N123019166,N123213140,N123613392,N123613396,N1723123266,N122714164]";"[tiger:cfcc=A41,tiger:reviewed=yes,maxspeed=35 mph,name=Main Street,tiger:name_base=Main,tiger:name_type=St,highway=tertiary,cycleway=lane,tiger:county=Los Angeles, CA]"
W721143458;10240916;2019-09-02T11:30:01Z;true;1;73996765;"[N6766060032,N6766060035,N6766060033,N6766060034]";"[highway=service]"
W403712258;652301;2019-02-01T21:36:55Z;true;3;66845125;"[N4060459127,N122919236]";"[tiger:cfcc=A41,turn:lanes:forward=left|,lanes:forward=2,name=Abbot Kinney Boulevard,lanes:backward=1,tiger:name_base=Abbot Kinney,tiger:name_type=Blvd,highway=tertiary,cycleway=shared_lane,tiger:county=Los Angeles, CA]"
W403712256;652301;2019-02-01T21:36:55Z;true;3;66845125;"[N4060459129,N123049734]";"[tiger:cfcc=A41,turn:lanes:forward=left|,lanes:forward=2,name=Abbot Kinney Boulevard,lanes:backward=1,tiger:name_base=Abbot Kinney,tiger:name_type=Blvd,highway=tertiary,cycleway=shared_lane,tiger:county=Los Angeles, CA]"
W403712262;652301;2019-02-01T21:36:56Z;true;3;66845125;"[N123049734,N243795900]";"[tiger:cfcc=A41,name=Abbot Kinney Boulevard,tiger:name_base=Abbot Kinney,tiger:name_type=Blvd,highway=tertiary,cycleway=shared_lane,tiger:county=Los Angeles, CA]"
W403712263;652301;2019-02-01T21:36:56Z;true;3;66845125;"[N243795900,N4060459128]";"[tiger:cfcc=A41,lanes:forward=1,name=Abbot Kinney Boulevard,lanes:backward=2,tiger:name_base=Abbot Kinney,tiger:name_type=Blvd,turn:lanes:backward=left|,highway=tertiary,cycleway=shared_lane,tiger:county=Los Angeles, CA]"
W403712260;10145796;2020-04-29T06:59:23Z;true;4;84314365;"[N559779959,N7462022781,N123363685]";"[tiger:cfcc=A41,turn:lanes:forward=left|,lanes:forward=2,name=Abbot Kinney Boulevard,lanes:backward=1,tiger:name_base=Abbot Kinney,tiger:name_type=Blvd,highway=tertiary,cycleway=shared_lane,tiger:county=Los Angeles, CA]"
W403712264;10347607;2019-12-29T20:48:50Z;true;4;78989353;"[N123397698,N4060459130]";"[tiger:cfcc=A41,surface=asphalt,lanes:forward=1,name=Abbot Kinney Boulevard,lanes:backward=2,tiger:name_base=Abbot Kinney,tiger:name_type=Blvd,turn:lanes:backward=left|,highway=tertiary,cycleway=shared_lane,tiger:county=Los Angeles, CA]"
W403712265;10347607;2019-12-29T20:49:01Z;true;4;78989353;"[N4060459131,N123397698]";"[tiger:cfcc=A41,surface=asphalt,turn:lanes:forward=left|,lanes:forward=2,name=Abbot Kinney Boulevard,lanes:backward=1,tiger:name_base=Abbot Kinney,tiger:name_type=Blvd,highway=tertiary,cycleway=shared_lane,tiger:county=Los Angeles, CA]"
W403712274;652301;2019-02-01T21:36:58Z;true;3;66845125;"[N4060459133,N1723123264,N559779959]";"[tiger:cfcc=A41,name=Abbot Kinney Boulevard,tiger:name_base=Abbot Kinney,tiger:name_type=Blvd,highway=tertiary,cycleway=shared_lane,tiger:county=Los Angeles, CA]"
W403712271;652301;2019-02-01T21:36:57Z;true;3;66845125;"[N122919236,N122908202,N4060459126]";"[tiger:cfcc=A41,name=Abbot Kinney Boulevard,tiger:name_base=Abbot Kinney,tiger:name_type=Blvd,highway=tertiary,cycleway=shared_lane,tiger:county=Los Angeles, CA]"
W403712270;652301;2019-02-01T21:36:57Z;true;3;66845125;"[N4060459126,N122934460]";"[tiger:cfcc=A41,turn:lanes:forward=left|,lanes:forward=2,name=Abbot Kinney Boulevard,lanes:backward=1,tiger:name_base=Abbot Kinney,tiger:name_type=Blvd,highway=tertiary,cycleway=shared_lane,tiger:county=Los Angeles, CA]"
W403712279;10324071;2019-11-04T14:25:25Z;true;3;76597569;"[N1722988207,N122634716]";"[tiger:cfcc=A41,turn:lanes:forward=left||,tiger:reviewed=yes,lanes:forward=3,maxspeed=35 mph,name=Main Street,lanes:backward=2,tiger:name_base=Main,tiger:name_type=St,highway=tertiary,cycleway=lane,tiger:county=Los Angeles, CA]"
W403712275;10347607;2019-12-29T20:49:13Z;true;4;78989353;"[N4060459130,N122634691,N122943941,N4060459129]";"[tiger:cfcc=A41,surface=asphalt,name=Abbot Kinney Boulevard,tiger:name_base=Abbot Kinney,tiger:name_type=Blvd,highway=tertiary,cycleway=shared_lane,tiger:county=Los Angeles, CA]"
W414230051;1586930;2016-04-28T18:08:04Z;true;1;38960487;"[N4153987760,N4153987764,N4153987576,N4153987717,N4153987863,N4153987803,N4153987760]";"[lacounty:ain=4238005034,building:units=1,lacounty:bld_id=420752819086,building=house,ele=5.8,height=3.3,start_date=1922]"
W414230043;1586930;2016-04-28T18:08:03Z;true;1;38960487;"[N4153988181,N4153988192,N4153988160,N4153988191,N4153988408,N4153988374,N4153988181]";"[lacounty:ain=4238004018,building:units=1,lacounty:bld_id=420132819181,building=house,ele=6.5,height=4.3,start_date=1925]"
W414230047;1586930;2016-04-28T18:08:04Z;true;1;38960487;"[N4153986905,N4153986646,N4153986626,N4153986591,N4153987000,N4153987049,N4153986905]";"[lacounty:ain=4238012031,building:units=2,lacounty:bld_id=418896818985,building=residential,ele=5.9,height=3.8,start_date=1921]"
W414230035;1586930;2016-04-28T18:08:03Z;true;1;38960487;"[N4153988910,N4153988883,N4153988860,N4153988686,N4153988716,N4153988921,N4153988910]";"[lacounty:ain=4238004004,building:units=1,lacounty:bld_id=419823819269,building=house,ele=6.5,height=4.4,start_date=1929]"
W414230039;1586930;2016-04-28T18:08:03Z;true;1;38960487;"[N4153989718,N4153989712,N4153989711,N4153989434,N4153989459,N4153989724,N4153989718]";"[lacounty:ain=4238003044,building:units=1,lacounty:bld_id=419507819528,building=house,ele=7.5,height=5.0,start_date=1921]"
W414230031;1586930;2016-04-28T18:08:03Z;true;1;38960487;"[N4153985510,N4153985497,N4153985979,N4153985981,N4153986222,N4153986236,N4153985510]";"[lacounty:ain=4238005006,building:units=1,lacounty:bld_id=420615818849,building=house,ele=7.4,height=5.1,start_date=1954]"
W414230024;1586930;2016-04-28T18:08:03Z;true;1;38960487;"[N4153984737,N4153984723,N4153984940,N4153984950,N4153984962,N4153985112,N4153984737]";"[lacounty:ain=4238013030,building:units=1,lacounty:bld_id=419027818771,building=house,ele=12.3,height=10.1,start_date=1991]"
W414230027;1586930;2016-04-28T18:08:03Z;true;1;38960487;"[N4153987064,N4153987060,N4153986938,N4153986636,N4153987043,N4153987140,N4153987064]";"[lacounty:ain=4238012032,building:units=2,lacounty:bld_id=418856818987,building=residential,ele=10.3,height=8.0,start_date=1914]"
W414230020;1586930;2016-04-28T18:08:02Z;true;1;38960487;"[N4153989009,N4153988989,N4153988984,N4153988937,N4153988955,N4153989023,N4153989009]";"[lacounty:ain=4238009020,building:units=1,lacounty:bld_id=419105819325,building=house,ele=5.0,height=2.6,start_date=1957]"
W414230011;232386;2016-07-02T18:33:40Z;true;2;40445656;"[N4153989125,N4153989095,N4153989102,N4153989105,N4153989131,N4153989125]";"[lacounty:ain=4238003035,building:units=1,lacounty:bld_id=419700819369,building=house,ele=4.8,height=2.6,start_date=1906]"
W414230016;1586930;2016-04-28T18:08:02Z;true;1;38960487;"[N4153985508,N4153985549,N4153985545,N4153985553,N4153985373,N4153985323,N4153985508]";"[lacounty:ain=4238007006,building:units=1,lacounty:bld_id=2014073357870000,building=house,ele=4.4,height=3.0,start_date=1920]"
W414230000;1586930;2016-04-28T18:08:01Z;true;1;38960487;"[N4153988064,N4153988033,N4153987986,N4153987974,N4153987818,N4153987872,N4153988064]";"[lacounty:ain=4238005037,building:units=1,lacounty:bld_id=420667819116,building=house,ele=6.0,height=3.7,start_date=1921]"
W414230004;1586930;2016-04-28T18:08:01Z;true;1;38960487;"[N4153988730,N4153988303,N4153988306,N4153988290,N4153988329,N4153988774,N4153988730]";"[lacounty:ain=4238004041,lacounty:bld_id=420404819230,building=retail,ele=10.2,height=8.0,start_date=1931]"
W414230007;1586930;2016-04-28T18:08:01Z;true;1;38960487;"[N4153989167,N4153989173,N4153989212,N4153989191,N4153989162,N4153989169,N4153989167]";"[lacounty:ain=4238003031,building:units=1,lacounty:bld_id=419585819401,building=house,ele=5.9,height=3.5,start_date=1921]"
W13463776;10271423;2020-04-28T08:10:07Z;true;14;84248058;"[N123363681,N7456804279,N559842877,N6766015352,N123144290,N559842875,N123273685,N559842792,N559842581,N123749444,N123749446,N123070162,N6773759426,N6773759417,N6773759411,N6788099449,N122925093,N441916362,N123682364,N3590573270,N3590573271,N3590573272,N123639545]";"[tiger:cfcc=A41,lanes=2,name=Vernon Avenue,tiger:name_base=Vernon,tiger:name_type=Ave,highway=residential,tiger:county=Los Angeles, CA]"
W721576243;10208974;2019-09-03T10:45:41Z;true;1;74033462;"[N6769079074,N6769079075]";"[highway=service]"
W721576244;10208974;2019-09-03T10:45:41Z;true;1;74033462;"[N6769079075,N6769079073,N6769079071]";"[highway=service]"
W721576241;10208974;2019-09-03T10:45:41Z;true;1;74033462;"[N6769079070,N6769079071]";"[highway=service]"
W721576242;10208974;2019-09-03T10:45:41Z;true;1;74033462;"[N6769079072,N6769079073]";"[highway=service]"
W413983258;1586930;2016-04-27T18:22:30Z;true;1;38928879;"[N4151835309,N4151835243,N4151835082,N4151835067,N4151835036,N4151835253,N4151835309]";"[lacounty:ain=4240009019,building:units=1,lacounty:bld_id=418380821595,building=house,ele=12.8,height=4.4,start_date=1922]"
W413983260;1586930;2016-04-27T18:22:30Z;true;1;38928879;"[N4151834746,N4151835016,N4151835034,N4151835040,N4151835206,N4151835014,N4151834746]";"[lacounty:ain=4240014021,building:units=1,lacounty:bld_id=418884821568,building=house,ele=10.9,height=3.1,start_date=1928]"
W413983266;1586930;2016-04-27T18:22:31Z;true;1;38928879;"[N4151834989,N4151835021,N4151834772,N4151835050,N4151835264,N4151835197,N4151834989]";"[lacounty:ain=4240014032,building:units=2,lacounty:bld_id=419115821569,building=residential,ele=13.7,height=6.3,start_date=1922]"
W413983262;1586930;2016-04-27T18:22:30Z;true;1;38928879;"[N4151834718,N4151834579,N4151834780,N4151835015,N4151834999,N4151835028,N4151834718]";"[lacounty:ain=4240014032,building:units=2,lacounty:bld_id=419097821548,building=residential,ele=11.4,height=4.1,start_date=1922]"
W413983263;1586930;2016-04-27T18:22:30Z;true;1;38928879;"[N4151836047,N4151835949,N4151835854,N4151835885,N4151835864,N4151835937,N4151836047]";"[lacounty:ain=4240010025,building:units=4,lacounty:bld_id=418684821753,building=residential,ele=14.9,height=6.6,start_date=1952]"
W366167345;2226712;2015-08-17T17:05:25Z;true;1;33396011;"[N3701536886,N3701536885]";"[service=parking_aisle,highway=service]"
